State,County,county_geoid,Remove from Map,Percent Students Enrolled in CNC,Students Enrolled in CNC Schools,Number of Districts,Number of Schools,Number of Counselors,Number of Law Enforcement,Sum of Counselors,Number Cop no Counselor Schools,White Students Enrolled,White Students Enrolled in CNC,MTW Status,latitude,longitude,MTW Status,DISTRICT,SCHOOL,MTW Status,Number of Social Workers,Number of Psychologists,Number of Nurses,Number of Teachers,MTW Status,MTW Status
TX,Angelina,48005,,0.2%,43,7,38,39.41,13.8,0,1,8100,37,Matching,31.316747,-94.767753,Matching,LUFKIN ISD,BROOKHOLLOW EL,Matching,2,3,22,1213.64,Matching,Matching
WV,Monroe,54063,,0.2%,4,1,5,6,5,0,1,1571,4,Matching,37.4537,-80.6698,Matching,MONROE COUNTY SCHOOLS,JAMES MONROE HIGH SCHOOL,Matching,0,1,1,121.05,Matching,Matching
MS,Lamar,28073,,0.2%,26,2,18,29,19.5,0,1,7029,16,Matching,31,-89.45,Matching,LUMBERTON PUBLIC SCHOOL DISTRICT,LUMBERTON HIGH SCHOOL,Matching,2,0,15.5,765,Matching,Matching
KY,Christian,21047,,0.2%,21,1,17,27.1,6.23,0,1,4790,7,Matching,36.84112,-87.504636,Matching,Christian County,Hopkinsville Middle School,Matching,2.72,5.16,12.2,518.4,Matching,Matching
SC,Anderson,45007,,0.2%,75,5,51,85,29.56,0,1,22365,64,Matching,34.630896,-82.478647,Matching,Anderson 01,Palmetto Middle,Matching,1,13,50.9,1909.52,Matching,Matching
AL,Jefferson,1073,,0.2%,235,14,157,221.25,74.08,0,1,38802,169,Matching,33.64364,-86.66128,Matching,Jefferson County,Chalkville Elem Sch,Matching,4,0.9,144.1,6235.08,Matching,Matching
ID,Jerome,16053,,0.2%,11,3,9,8.6,5,0,1,2295,7,Matching,42.733142,-114.520218,Matching,JEROME JOINT DISTRICT,JEROME MIDDLE SCHOOL,Matching,1.04,1.88,1.54,259.7,Matching,Matching
NM,Bernalillo,35001,,0.2%,218,35,173,221.45,2,0,1,20234,130,Matching,35.048655,-106.68227,Matching,ALBUQUERQUE PUBLIC SCHOOLS,ERNIE PYLE MIDDLE,Matching,113.01,1.85,98.65,6158.68,Matching,Matching
TX,Wichita,48485,,0.2%,44,5,40,46.86,18,0,1,10289,10,Matching,33.887689,-98.513437,Matching,WICHITA FALLS ISD,FRANKLIN EL,Matching,3,6.47,35.92,1472.06,Matching,Matching
ID,Minidoka,16067,,0.2%,9,1,11,7,4,0,1,2163,4,Matching,42.557552,-113.770358,Matching,MINIDOKA COUNTY JOINT DISTRICT,MT HARRISON JR/SR HIGH ALT SCHOOL,Matching,0,3,1,213.5,Matching,Matching
TX,Collin,48085,,0.2%,395,16,238,410.97,85.99,0,2,88046,197,Matching,33.004702,-96.53706,Matching,WYLIE ISD,ACHIEVE ACADEMY,Matching,2.1,15.81,224.1,12367.07,Matching,Matching
VA,Prince William,51153,,0.2%,188,1,89,224.1,27.5,0,1,27968,73,Matching,38.62556,-77.324809,Matching,PRINCE WILLIAM CO PBLC SCHS,NEABSCO ELEM,Matching,39.91,46.9,82.66,5483.08,Matching,Matching
TX,Grimes,48185,,0.2%,9,4,12,13.5,4.7,0,1,1863,7,Matching,30.399014,-96.065843,Matching,NAVASOTA ISD,NAVASOTA J H,Matching,0,0,7.5,345.65,Matching,Matching
WA,Spokane,53063,,0.2%,150,14,157,185.6,20.52,0,3,57834,126,Matching,47.653758,-117.31083,Matching,Spokane School District,Eagle Peak At Pratt,Matching,43.64,43.69,29.08,4347.18,Matching,Matching
FL,Pinellas,12103,,0.2%,201,1,150,202.8,40,0,2,57882,71,Matching,27.75718,-82.657401,Matching,PINELLAS,MELROSE ELEMENTARY SCHOOL,Matching,1,0,0,6319.54,Matching,Matching
TX,Nueces,48355,,0.2%,123,17,116,170.4,39,0,2,12327,15,Matching,27.719601,-97.408212,Matching,CORPUS CHRISTI ISD,KOSTORYZ EL,Matching,2,2,105.16,4115.89,Matching,Matching
IA,Linn,19113,,0.2%,71,11,75,96.66,12,0,1,28509,61,Matching,41.905964,-91.660356,Matching,College Comm School District,Prairie High School,Matching,11.44,10.09,42.22,2400.73,Matching,Matching
TX,Taylor,48441,,0.2%,45,3,46,55.5,9,0,2,11280,21,Matching,32.46397,-99.742743,Matching,ABILENE ISD,MARTINEZ EL,Matching,0,0,43.5,1628.4,Matching,Matching
VA,Virginia Beach,51810,,0.2%,131,1,85,171.2,30,0,2,34741,47,Matching,36.867146,-76.159351,Matching,VA BEACH CITY PBLC SCHS,BAYSIDE MIDDLE,Matching,0,0,83,4869.45,Matching,Matching
TX,Bexar,48029,,0.2%,655,36,502,838.63,231.06,0,4,56288,115,Matching,29.436881,-98.472539,Matching,NORTHSIDE ISD,NISD BEXAR COUNTY JJA,Matching,62.67,79.04,399.21,22714.55,Matching,Matching
GA,Hall,13139,,0.2%,64,2,41,60.97,17.1,0,1,15011,4,Matching,34.298881,-83.842364,Matching,Gainesville City,The Academy at Woods Mill,Matching,0,0,37,2203.78,Matching,Matching
NJ,Ocean,34029,,0.2%,142,33,128,233.5,63.9,0,1,55569,112,Matching,39.968491,-74.073318,Matching,Lavallette Borough School District,Lavallette Elementary School,Matching,95.07,91.6,152.3,6639.3,Matching,Matching
WY,Sheridan,56033,,0.2%,8,4,23,18.5,9,0,1,4144,2,Matching,44.804069,-106.963214,Matching,Sheridan County School District #2,Sheridan Junior High School,Matching,5,5,12.22,401.47,Matching,Matching
NC,Union,37179,,0.2%,74,2,53,125.52,30,0,1,28331,46,Matching,34.975993,-80.740122,Matching,Union County Public Schools,Cuthbertson High,Matching,5.16,19.5,45.27,3063.67,Matching,Matching
TX,Chambers,48071,,0.2%,13,2,15,16,10.75,0,1,4989,7,Matching,29.833401,-94.847308,Matching,BARBERS HILL ISD,ALTERNATIVE SCHOOL,Matching,1.13,3,14.6,544.1,Matching,Matching
WI,Kenosha,55059,,0.2%,47,12,52,65.48,37,0,1,17443,16,Matching,42.61658,-87.865248,Matching,Kenosha School District,Hillcrest School,Matching,21.95,25.1,13.71,1798.96,Matching,Matching
VA,Spotsylvania,51177,,0.2%,38,1,33,55,16,0,1,13991,16,Matching,38.155546,-77.59918,Matching,SPOTSYLVANIA CO PBLC SCHS,JOHN J. WRIGHT ED. AND CULTURAL CTR.,Matching,16.7,18,30,1439.5,Matching,Matching
WI,Fond du Lac,55039,,0.2%,22,6,41,33.05,13.49,0,1,11297,22,Matching,43.805624,-88.682504,Matching,Rosendale-Brandon School District,Laconia High,Matching,4.4,8.81,10.94,992.71,Matching,Matching
KY,Boyd,21019,,0.1%,9,3,16,16,2.95,0,1,6466,7,Matching,38.456401,-82.65042,Matching,Ashland Independent,Ashland Middle School,Matching,2,0,9,435.6,Matching,Matching
MO,Jasper,29097,,0.1%,27,7,46,57.34,12.39,0,1,16405,25,Matching,37.339815,-94.301957,Matching,JASPER CO. R-V,JASPER HIGH,Matching,2,6.3,40.97,1460.55,Matching,Matching
SC,Jasper,45053,,0.1%,4,1,6,9,6,0,1,448,2,Matching,32.26,-81.1,Matching,Jasper 01,Hardeeville-Ridgeland Middle,Matching,0,4,5,207,Matching,Matching
NC,New Hanover,37129,,0.1%,35,5,49,73.68,41.52,0,1,17317,10,Matching,34.13725,-77.884109,Matching,New Hanover County Schools,Myrtle Grove Middle,Matching,38.47,15.05,33.1,2110.36,Matching,Matching
TX,Rockwall,48397,,0.1%,21,2,25,37,25,0,1,11299,10,Matching,32.971579,-96.323419,Matching,ROYSE CITY ISD,HH BROWNING ACADEMY,Matching,0,0,24,1115.21,Matching,Matching
FL,Hillsborough,12057,,0.1%,236,1,280,403.5,102,0,1,73786,37,Matching,28.00527,-82.134711,Matching,HILLSBOROUGH,SIMMONS EXCEPTIONAL CENTER,Matching,133,158.5,6,13968.5,Matching,Matching
LA,Calcasieu,22019,,0.1%,36,4,61,83.93,57,0,1,19491,19,Matching,30.180667,-93.584557,Matching,Calcasieu Parish,Vinton Elementary School,Matching,1,0,41.16,2385.14,Matching,Matching
WI,Wood,55141,,0.1%,12,6,30,29.77,6.74,0,1,10049,0,Matching,44.378588,-89.856467,Matching,Wisconsin Rapids School District,Wisconsin Rapids Area Middle,Matching,0,12.89,6.39,765.91,Matching,Matching
SC,Richland,45079,,0.1%,63,3,96,164.5,77,0,2,17169,19,Matching,34.207492,-80.978182,Matching,Richland 02,Blythewood High,Matching,31.46,32.41,94.6,4415.26,Matching,Matching
CA,Butte,6007,,0.1%,29,14,80,46.67,2.6,0,1,16394,13,Matching,39.5,-121.57,Matching,Oroville Union High,Oroville High Community Day,Matching,3.8,27.16,15.84,1399.88,Matching,Matching
MO,Stone,29209,,0.1%,4,5,16,13.84,5.84,0,1,3970,4,Matching,36.894725,-93.571359,Matching,CRANE R-III,CRANE HIGH,Matching,0,0,9.51,321.78,Matching,Matching
TX,Guadalupe,48187,,0.1%,27,4,40,54.99,13,0,1,11225,2,Matching,29.552785,-98.276334,Matching,SCHERTZ-CIBOLO-U CITY ISD,ALLISON STEELE ENHANCED LEARNING CENTER,Matching,1.94,16.15,34.72,1773.4,Matching,Matching
TX,Cherokee,48073,,0.1%,9,6,23,26,10,0,1,5193,2,Matching,31.495739,-94.947069,Matching,WELLS ISD,WELLS H S,Matching,0,9,26,822.96,Matching,Matching
WI,Oconto,55083,,0.1%,4,5,22,15.55,7,0,1,4391,2,Matching,44.886856,-88.314723,Matching,Gillett School District,Gillett High,Matching,0,9.9,9.48,374.85,Matching,Matching
TX,Galveston,48167,,0.1%,49,9,72,114.49,44.22,0,3,26619,10,Matching,29.393325,-94.914865,Matching,TEXAS CITY ISD,TEXAS CITY H S,Matching,1.83,19.85,50.39,3713.2,Matching,Matching
MD,St. Mary's,24037,,0.1%,19,6,44,61.1,12.25,0,1,15401,19,Matching,38.292849,-76.490723,Matching,St. Mary's County Public Schools,Esperanza Middle,Matching,4.64,8.24,45.71,1629.92,Matching,Matching
MD,Prince George's,24033,,0.1%,109,1,200,357,72,0,1,5641,0,Matching,38.967186,-76.881674,Matching,Prince George's County Public Schools,Charles Carroll Middle,Matching,5,196,203,9675,Matching,Matching
FL,Lake,12069,,0.1%,32,1,52,96,21,0,2,22961,9,Matching,28.930488,-81.664247,Matching,LAKE,UMATILLA HIGH SCHOOL,Matching,0,0,0,2477.08,Matching,Matching
NY,Chautauqua,36013,,0.1%,14,18,50,58.5,11,0,1,14735,10,Matching,42.111572,-79.232066,Matching,JAMESTOWN CITY SCHOOL DISTRICT,GEORGE WASHINGTON MIDDLE SCHOOL,Matching,16,33.15,57.5,1676.77,Matching,Matching
MS,Hinds,28049,,0.1%,24,7,81,115,10,0,1,3349,5,Matching,32.339291,-90.20476,Matching,JACKSON PUBLIC SCHOOL DIST,BRINKLEY MIDDLE SCHOOL,Matching,1,0,21,2671.52,Matching,Matching
KY,Jefferson,21111,,0.1%,60,3,167,260,5,0,1,46867,41,Matching,38.243709,-85.732507,Matching,Jefferson County,Breckinridge Metropolitan High,Matching,11.17,1.72,30.16,6203.6,Matching,Matching
WI,Eau Claire,55035,,0.1%,8,4,33,40,7,0,1,10962,4,Matching,44.809891,-91.506226,Matching,Eau Claire Area School District,Second Avenue School,Matching,2.8,14.24,12.25,934.75,Matching,Matching
WI,Waukesha,55133,,0.1%,32,20,103,102.43,18,0,1,45335,8,Matching,43.164811,-88.088469,Matching,Menomonee Falls School District,Menomonee Falls High,Matching,20.9,67.09,46.79,3587.26,Matching,Matching
MN,Nobles,27105,,0.1%,2,4,12,8.05,1.2,0,1,1594,2,Matching,43.6382045,-95.9363775,Matching,ADRIAN PUBLIC SCHOOL DISTRICT,ADRIAN SECONDARY,Matching,12.2,5.25,6.95,305.42,Matching,Matching
MS,Rankin,28121,,0.0%,11,3,34,55.5,32,0,1,16084,4,Matching,32.159055,-90.110298,Matching,RANKIN CO SCHOOL DIST,FLORENCE HIGH SCHOOL,Matching,2,2,11.48,1649,Matching,Matching
SC,Spartanburg,45083,,0.0%,22,8,80,134.4,52.09,0,1,29026,0,Matching,34.744301,-81.991464,Matching,Spartanburg 04,Woodruff Middle,Matching,4,30.2,84,3350.19,Matching,Matching
PA,Dauphin,42043,,0.0%,16,15,69,98.99,8,0,1,18038,10,Matching,40.263844,-76.705321,Matching,Lower Dauphin SD,Price,Matching,14,29.7,66.56,2524.89,Matching,Matching
AL,Walker,1127,,0.0%,4,2,21,23.5,7,0,1,8520,4,Matching,33.9,-87.27,Matching,Walker County,Curry High Sch,Matching,0,1,19.33,622.22,Matching,Matching
TX,Dallas,48113,,0.0%,181,43,681,1107.32,175.3,0,2,62862,28,Matching,32.829183,-96.99078,Matching,IRVING ISD,STUDENT REASSIGN CTR,Matching,39.96,20.38,591.07,30689.6,Matching,Matching
NV,Clark,32003,,0.0%,125,1,371,676.5,65,0,1,94678,43,Matching,36.108172,-115.184489,Matching,CLARK COUNTY SCHOOL DISTRICT,Burk Horizon Southwest Sunset HS,Matching,33,170.49,148.44,18759.4,Matching,Matching
SC,Sumter,45085,,0.0%,6,1,28,46,11.5,0,1,5546,2,Matching,34.016052,-80.401234,Matching,Sumter 01,Ebenezer Middle,Matching,11,21.5,20.5,1102,Matching,Matching
TX,McLennan,48309,,0.0%,15,22,104,109.22,28.2,0,2,17929,11,Matching,31.573161,-97.126245,Matching,WACO ISD,G L WILEY OPPORTUNITY CENTER,Matching,10.99,3,65.79,3111.82,Matching,Matching
MS,Jones,28067,,0.0%,4,3,18,25,10,0,1,6152,0,Matching,31.69485,-89.050588,Matching,JONES CO SCHOOL DIST,NORTHEAST JONES HIGH SCHOOL,Matching,0,0,8,817,Matching,Matching
TX,Medina,48325,,0.0%,2,5,17,15.05,1.7,0,1,2922,2,Matching,29.148544,-98.917796,Matching,DEVINE ISD,DEVINE H S,Matching,2.66,34.8,11.5,613.86,Matching,Matching
TX,Webb,48479,,0.0%,13,4,78,168.5,100,0,1,559,0,Matching,27.581398,-99.446609,Matching,UNITED ISD,JOHN B ALEXANDER H S,Matching,2.6,0,80.44,4024.42,Matching,Matching
FL,Pasco,12101,,0.0%,12,1,91,155.5,33,0,1,45148,5,Matching,28.229938,-82.715366,Matching,PASCO,AMI KIDS PASCO,Matching,4,1,2,4269.02,Matching,Matching
UT,Weber,49057,,0.0%,8,11,80,98.43,18.28,0,1,35279,4,Matching,41.278915,-111.962857,Matching,WEBER DISTRICT,CANYON VIEW SCHOOL,Matching,6.01,5.25,17.71,2313.48,Matching,Matching
NV,Washoe,32031,,0.0%,7,2,107,253.8,36.44,0,1,30377,7,Matching,39.51576,-119.83493,Matching,WASHOE COUNTY SCHOOL DISTRICT,Turning Point,Matching,5.3,44.5,38.8,3692.81,Matching,Matching
SC,Berkeley,45015,,0.0%,2,2,42,88.5,15,0,1,17876,2,Matching,33.336882,-79.89081,Matching,Berkeley 01,Timberland High,Matching,9.3,27.7,46,2035.5,Matching,Matching
TX,El Paso,48141,,0.0%,6,15,253,427.74,115.34,0,1,10092,0,Matching,31.59,-106.23,Matching,CLINT ISD,CLINT H S,Matching,15,0,253.39,11248.04,Matching,Matching
TX,Bell,48027,,0.0%,2,10,101,157.33,30.74,0,1,21629,0,Matching,31.091069,-97.33758,Matching,TEMPLE ISD,WHEATLEY ALTERNATIVE EDUCATION CENTER,Matching,3.11,2,70.56,4270.6,Matching,Matching
TX,Denton,48121,,0.0%,4,13,202,335.99,58,0,1,72780,2,Matching,33.027972,-96.988998,Matching,WINFREE ACADEMY CHARTER SCHOOLS,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),Matching,2,35.66,176.92,9888.47,Matching,Matching
TX,Fort Bend,48157,,0.0%,2,4,149,229.31,169.13,0,1,37517,0,Matching,29.704363,-95.683695,Matching,FORT BEND ISD,GEORGE BUSH H S,Matching,12.46,44.01,115.52,8814.4,Matching,Matching
